manufacturer,Model,Year,horse power,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,cost of car
Volkswagen,Touareg 2,2008,310.0,10.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,68340
Volkswagen,Touareg 2,2009,221.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,42800
Volkswagen,Touareg 2,2009,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,39300
Volkswagen,Touareg 2,2009,350.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,48900
Volkswagen,Touareg,2015,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,62200
Volkswagen,Touareg,2015,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,56670
Volkswagen,Touareg,2015,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,53170
Volkswagen,Touareg,2015,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,48745
Volkswagen,Touareg,2015,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,44705
Volkswagen,Touareg,2015,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,58700
Volkswagen,Touareg,2015,380.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,66995
Volkswagen,Touareg,2015,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,52245
Volkswagen,Touareg,2016,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,51450
Volkswagen,Touareg,2016,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,46745
Volkswagen,Touareg,2016,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,54950
Volkswagen,Touareg,2016,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,42705
Volkswagen,Touareg,2016,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,63245
Volkswagen,Touareg,2016,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,59745
Volkswagen,Touareg,2016,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,50245
Volkswagen,Touareg,2017,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,49495
Volkswagen,Touareg,2017,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,52795
Volkswagen,Touareg,2017,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,60195
Chrysler,Town and Country,2014,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,32995
Chrysler,Town and Country,2014,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,30765
Chrysler,Town and Country,2014,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,41995
Chrysler,Town and Country,2014,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,34465
Chrysler,Town and Country,2015,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,29995
Chrysler,Town and Country,2015,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,37945
Chrysler,Town and Country,2015,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,35315
Chrysler,Town and Country,2015,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,33695
Chrysler,Town and Country,2015,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,40295
Chrysler,Town and Country,2015,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,31465
Chrysler,Town and Country,2016,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,35845
Chrysler,Town and Country,2016,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,34145
Chrysler,Town and Country,2016,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,40645
Chrysler,Town and Country,2016,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,29995
Chrysler,Town and Country,2016,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,38445
Chrysler,Town and Country,2016,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,37345
Chrysler,Town and Country,2016,283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,31875
Lincoln,Town Car,2009,239.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,52055
Lincoln,Town Car,2009,239.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,46385
Lincoln,Town Car,2010,239.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,52595
Lincoln,Town Car,2010,239.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,46925
Lincoln,Town Car,2011,239.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,47225
Lincoln,Town Car,2011,239.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,47000
Lincoln,Town Car,2011,239.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,52895
Lincoln,Town Car,2011,239.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,52670
Chevrolet,Tracker,2002,127.0,4.0,MANUAL,four wheel drive,2.0,Compact,Convertible SUV,19060
Chevrolet,Tracker,2002,127.0,4.0,MANUAL,rear wheel drive,4.0,Compact,4dr SUV,16790
Chevrolet,Tracker,2002,127.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,17890
Chevrolet,Tracker,2002,155.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,21510
Chevrolet,Tracker,2002,127.0,4.0,MANUAL,four wheel drive,2.0,Compact,Convertible SUV,17200
Chevrolet,Tracker,2002,155.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,21935
Chevrolet,Tracker,2002,127.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible SUV,16100
Chevrolet,Tracker,2002,155.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,4dr SUV,20835
Chevrolet,Tracker,2003,165.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,22530
Chevrolet,Tracker,2003,165.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,4dr SUV,21430
Chevrolet,Tracker,2003,127.0,4.0,MANUAL,four wheel drive,2.0,Compact,Convertible SUV,17730
Chevrolet,Tracker,2003,127.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible SUV,16630
Chevrolet,Tracker,2003,127.0,4.0,MANUAL,rear wheel drive,4.0,Compact,4dr SUV,17330
Chevrolet,Tracker,2003,127.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,18430
Chevrolet,Tracker,2003,165.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,22130
Chevrolet,Tracker,2003,127.0,4.0,MANUAL,four wheel drive,2.0,Compact,Convertible SUV,19580
Chevrolet,Tracker,2004,165.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,22315
Chevrolet,Tracker,2004,165.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,22715
Chevrolet,Tracker,2004,165.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,4dr SUV,21615
Chevrolet,Tracker,2004,165.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,4dr SUV,19865
Chevrolet,Tracker,2004,165.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,4dr SUV,20965
Chevrolet,TrailBlazer EXT,2004,275.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,32320
Chevrolet,TrailBlazer EXT,2004,275.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,34220
Chevrolet,TrailBlazer EXT,2004,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,30070
Chevrolet,TrailBlazer EXT,2004,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,31970
Chevrolet,TrailBlazer EXT,2005,275.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,32515
Chevrolet,TrailBlazer EXT,2005,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,30265
Chevrolet,TrailBlazer EXT,2005,275.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,30335
Chevrolet,TrailBlazer EXT,2005,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,28085
Chevrolet,TrailBlazer EXT,2006,291.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,27980
Chevrolet,TrailBlazer EXT,2006,291.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,30230
Chevrolet,TrailBlazer EXT,2006,291.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,28130
Chevrolet,TrailBlazer EXT,2006,291.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,25880
Chevrolet,TrailBlazer,2007,291.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,25045
Chevrolet,TrailBlazer,2007,395.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,34885
Chevrolet,TrailBlazer,2007,395.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,33620
Chevrolet,TrailBlazer,2007,291.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,27340
Chevrolet,TrailBlazer,2007,395.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,37125
Chevrolet,TrailBlazer,2007,395.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,31320
Chevrolet,TrailBlazer,2007,291.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,27970
Chevrolet,TrailBlazer,2007,291.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,30210
Chevrolet,TrailBlazer,2008,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,26390
Chevrolet,TrailBlazer,2008,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,28525
Chevrolet,TrailBlazer,2008,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,29880
Chevrolet,TrailBlazer,2008,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,29535
Chevrolet,TrailBlazer,2008,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,27745
Chevrolet,TrailBlazer,2008,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,31910
Chevrolet,TrailBlazer,2008,390.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,32155
Chevrolet,TrailBlazer,2008,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,31810
Chevrolet,TrailBlazer,2008,390.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,34290
Chevrolet,TrailBlazer,2008,390.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,37725
Chevrolet,TrailBlazer,2008,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,27400
Chevrolet,TrailBlazer,2008,390.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,35590
Chevrolet,TrailBlazer,2008,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,33945
Chevrolet,TrailBlazer,2008,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,29780
Chevrolet,TrailBlazer,2009,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,35770
Chevrolet,TrailBlazer,2009,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,31330
Chevrolet,TrailBlazer,2009,390.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,39330
Chevrolet,TrailBlazer,2009,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,31275
Chevrolet,TrailBlazer,2009,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,33595
Chevrolet,TrailBlazer,2009,390.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,37195
Chevrolet,TrailBlazer,2009,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,33445
Chevrolet,TrailBlazer,2009,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,29155
Pontiac,Trans Sport,1996,180.0,6.0,AUTOMATIC,front wheel drive,3.0,Compact,Passenger Minivan,2000
Pontiac,Trans Sport,1997,180.0,6.0,AUTOMATIC,front wheel drive,3.0,Midsize,Passenger Minivan,2000
Pontiac,Trans Sport,1997,180.0,6.0,AUTOMATIC,front wheel drive,3.0,Compact,Passenger Minivan,2000
Pontiac,Trans Sport,1998,180.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,2000
Pontiac,Trans Sport,1998,180.0,6.0,AUTOMATIC,front wheel drive,3.0,Compact,Passenger Minivan,2000
Pontiac,Trans Sport,1998,180.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,2038
Pontiac,Trans Sport,1998,180.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,2104
Ford,Transit Connect,2015,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,26710
Ford,Transit Connect,2015,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,23330
Ford,Transit Connect,2015,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,25185
Ford,Transit Connect,2015,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,22330
Ford,Transit Connect,2015,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,24710
Ford,Transit Connect,2015,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,22330
Ford,Transit Connect,2015,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,23855
Ford,Transit Connect,2015,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,24855
Ford,Transit Connect,2015,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,26710
Ford,Transit Connect,2015,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,29185
Ford,Transit Connect,2015,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,25185
Ford,Transit Connect,2015,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,24855
Ford,Transit Connect,2015,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,23330
Ford,Transit Connect,2015,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,24710
Ford,Transit Connect,2015,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,23855
Ford,Transit Connect,2016,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,22675
Ford,Transit Connect,2016,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,25300
Ford,Transit Connect,2016,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,24825
Ford,Transit Connect,2016,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,26825
Ford,Transit Connect,2016,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,24825
Ford,Transit Connect,2016,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,24200
Ford,Transit Connect,2016,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,26825
Ford,Transit Connect,2016,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,22675
Ford,Transit Connect,2016,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,29300
Ford,Transit Connect,2016,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,23675
Ford,Transit Connect,2016,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,25300
Ford,Transit Connect,2016,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,24200
Ford,Transit Connect,2016,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,25200
Ford,Transit Connect,2016,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,25200
Ford,Transit Connect,2016,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,23675
Ford,Transit Connect,2017,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,23900
Ford,Transit Connect,2017,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,25585
Ford,Transit Connect,2017,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,27590
Ford,Transit Connect,2017,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,24425
Ford,Transit Connect,2017,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,30215
Ford,Transit Connect,2017,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,25585
Ford,Transit Connect,2017,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,25425
Ford,Transit Connect,2017,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,28215
Ford,Transit Connect,2017,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,25590
Ford,Transit Connect,2017,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,27590
Ford,Transit Connect,2017,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,22900
Ford,Transit Connect,2017,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,25425
Ford,Transit Connect,2017,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,24425
Ford,Transit Connect,2017,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,25590
Ford,Transit Connect,2017,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,23900
Ford,Transit Connect,2017,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,22900
Ford,Transit Wagon,2015,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,35430
Ford,Transit Wagon,2015,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,40830
Ford,Transit Wagon,2015,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,36070
Ford,Transit Wagon,2015,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,33920
Ford,Transit Wagon,2015,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,39080
Ford,Transit Wagon,2015,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,33770
Ford,Transit Wagon,2015,310.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,43795
Ford,Transit Wagon,2015,310.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,42295
Ford,Transit Wagon,2015,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,32270
Ford,Transit Wagon,2015,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,37420
Ford,Transit Wagon,2015,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,37580
Ford,Transit Wagon,2015,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,37570
Ford,Transit Wagon,2015,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,33930
Ford,Transit Wagon,2015,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,32420
Ford,Transit Wagon,2015,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,35920
Ford,Transit Wagon,2015,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,39330
Ford,Transit Wagon,2016,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,36825
Ford,Transit Wagon,2016,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,39580
Ford,Transit Wagon,2016,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,34635
Ford,Transit Wagon,2016,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,39735
Ford,Transit Wagon,2016,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,36975
Ford,Transit Wagon,2016,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,34470
Ford,Transit Wagon,2016,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,41030
Ford,Transit Wagon,2016,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,34620
Ford,Transit Wagon,2016,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,38270
Ford,Transit Wagon,2016,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,33325
Ford,Transit Wagon,2016,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,38285
Ford,Transit Wagon,2016,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,33175
Ford,Transit Wagon,2016,310.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,43995
Ford,Transit Wagon,2016,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,35930
Ford,Transit Wagon,2016,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,38120
Ford,Transit Wagon,2016,310.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,42700
Ford,Transit Wagon,2017,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,34515
Ford,Transit Wagon,2017,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,38015
Ford,Transit Wagon,2017,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,34365
Ford,Transit Wagon,2017,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,35810
Ford,Transit Wagon,2017,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,39310
Ford,Transit Wagon,2017,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,40770
Ford,Transit Wagon,2017,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,42075
Ford,Transit Wagon,2017,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,43370
Ford,Transit Wagon,2017,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,37120
Ford,Transit Wagon,2017,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,39475
Ford,Transit Wagon,2017,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,35660
Ford,Transit Wagon,2017,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,35825
Ford,Transit Wagon,2017,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,42220
Ford,Transit Wagon,2017,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,39460
Ford,Transit Wagon,2017,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,38165
Ford,Transit Wagon,2017,275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Passenger Van,40925
Chevrolet,Traverse,2015,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,43935
Chevrolet,Traverse,2015,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,30995
Chevrolet,Traverse,2015,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,38295
Chevrolet,Traverse,2015,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,32995
Chevrolet,Traverse,2015,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,33795
Chevrolet,Traverse,2015,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,35795
Chevrolet,Traverse,2015,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,36295
Chevrolet,Traverse,2015,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,41935
Chevrolet,Traverse,2016,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,44145
Chevrolet,Traverse,2016,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,34005
Chevrolet,Traverse,2016,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,42145
Chevrolet,Traverse,2016,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28700
Chevrolet,Traverse,2016,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,36505
Chevrolet,Traverse,2016,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,38505
Chevrolet,Traverse,2016,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,31205
Chevrolet,Traverse,2016,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,36005
Chevrolet,Traverse,2016,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,33205
Chevrolet,Traverse,2017,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,38650
Chevrolet,Traverse,2017,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28700
Chevrolet,Traverse,2017,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,34100
Chevrolet,Traverse,2017,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,31300
Chevrolet,Traverse,2017,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,44045
Chevrolet,Traverse,2017,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,33300
Chevrolet,Traverse,2017,281.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,36100
Chevrolet,Traverse,2017,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,36650
Chevrolet,Traverse,2017,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,42045
